#gene	KO-hom	KO-het	DMG-hom	DMG-het	BEN-hom	BEN-het
uc001aoe.2	0	0	0	0	5	668
uc001aoi.3	0	0	0	0	9013	179462
uc001aol.3	0	0	0	0	99	1746
uc001aon.3	0	0	0	0	1	13
uc001aoq.3	0	0	0	0	38	1068
uc001aot.3	0	0	0	0	216	3949
uc001aou.4	0	0	0	0	306	4056
uc001aoz.3	0	0	0	0	82	1028
uc001apb.3	0	0	0	0	175	3573
uc001apd.3	0	0	0	0	218	6316
uc001apf.3	0	0	0	0	2028	50883
uc001apj.2	0	0	0	0	195	2264
uc001apt.3	0	0	0	0	200	4672
uc001apw.3	0	0	0	0	202	7203
uc001aqb.4	0	0	0	0	554	13456
uc001aqk.1	0	0	0	0	753	12075
uc001aqo.3	0	0	0	0	98	2235
uc001aqp.3	0	0	0	0	116	5114
uc001aqq.3	0	0	0	0	98	3103
uc001aqv.4	0	0	0	0	514	15437
uc001aqx.4	0	0	0	0	372	11982
uc001are.3	0	0	0	0	79	1149
uc001arj.3	0	0	0	0	79	1168
uc001aro.4	0	0	0	0	109	3046
uc001arp.2	0	0	0	0	1829	35615
uc001art.3	0	0	0	0	86	2052
uc001aru.3	0	0	0	0	239	4142
uc001arz.1	0	0	0	0	19	748
uc001asb.3	0	0	0	0	476	12215
uc001asd.3	0	0	0	0	1333	39132
uc001asg.3	0	0	0	0	100	2246
uc001ash.4	0	0	0	0	283	6701
uc001asj.3	0	0	0	0	118	1765
uc001ask.3	0	0	0	0	86	1805
uc001asl.3	0	0	0	0	0	1
uc001aso.3	0	0	0	0	232	2781
uc001asq.4	0	0	0	0	187	3236
uc001asr.1	0	0	0	0	400	7227
uc001asw.3	0	0	0	0	143	3211
uc001atc.2	0	0	0	0	186	4279
uc001ate.5	0	0	0	0	1036	17472
uc001ati.3	0	0	0	0	32	422
uc001atj.3	0	0	0	0	10	109
uc001atk.3	0	0	0	0	37	1276
uc001atl.2	0	0	0	0	0	72
uc001atm.3	0	0	0	0	620	13388
uc001atn.4	0	0	0	0	380	7932
uc001ato.2	0	0	0	0	72	2122
uc001atq.3	0	0	0	0	829	17933
uc001atr.3	0	0	0	0	222	4259
uc001att.3	0	0	0	0	337	8014
uc001atv.3	0	0	0	0	2045	43090
uc001aub.3	0	0	0	0	279	4544
uc001aud.4	0	0	0	0	166	4326
uc001auf.3	0	0	0	0	371	6454
uc001auh.3	0	0	0	0	401	4289
uc001aui.3	0	0	0	0	2	133
uc001auj.2	0	0	0	0	36	825
uc001auk.2	0	0	0	0	93	1912
uc001aum.1	0	0	0	0	117	3983
uc001aun.2	0	0	0	0	161	2072
uc001auo.3	0	0	0	0	17	176
uc001aup.3	0	0	0	0	0	17
uc001aur.2	0	0	0	0	0	109
uc001auu.1	0	0	0	0	0	19
uc001avb.3	0	0	0	0	1012	13857
uc001avc.3	0	0	0	0	396	8309
uc001avg.3	0	0	0	0	186	8106
uc001avi.3	0	0	0	0	388	8398
uc001avm.4	0	0	0	0	572	9801
uc001awb.2	0	0	0	0	1505	30371
uc001awh.2	0	0	0	0	328	6018
uc001awj.1	0	0	0	0	46	1810
uc001awk.3	0	0	0	0	131	2599
uc001awl.3	0	0	0	0	70	2281
uc001awt.3	0	0	0	0	119	4623
uc001awv.2	0	0	0	0	41	1143
uc001awx.2	0	0	0	0	249	6839
uc001axb.1	0	0	0	0	71	790
uc001axc.4	0	0	0	0	61	1673
uc001axd.1	0	0	0	0	50	2386
uc001axi.1	0	0	0	0	47	859
uc001axk.1	0	0	0	0	485	12754
uc001axl.4	0	0	0	0	232	5328
uc001axn.3	0	0	0	0	32	551
uc001axs.2	0	0	0	0	15	517
uc001axv.3	0	0	0	0	140	4186
uc001axy.5	0	0	0	0	318	4281
uc001axz.4	0	0	0	0	277	5215
uc001aya.2	0	0	0	0	385	5483
uc001ayc.1	0	0	0	0	148	2425
uc001ayd.3	0	0	0	0	61	959
uc001ayf.3	0	0	0	0	478	9122
uc001ayg.3	0	0	0	0	437	9540
uc001ayn.3	0	0	0	0	439	8752
uc001ayq.3	0	0	0	0	151	3038
uc001ayw.4	0	0	0	0	11	817
uc001azn.1	0	0	0	0	21	4143
uc001azt.2	0	0	0	0	280	6953
uc001azy.3	0	0	0	0	55	858
uc001bab.2	0	0	0	0	108	2985
uc001bae.3	0	0	0	0	99	3137
uc001baf.3	0	0	0	0	609	9456
uc001bah.1	0	0	0	0	584	11540
uc001bai.3	0	0	0	0	536	11205
uc001baj.2	0	0	0	0	661	11424
uc001bak.1	0	0	0	0	265	7570
uc001bal.3	0	0	0	0	38	1750
uc001bam.3	0	0	0	0	33	2236
uc001bap.3	0	0	0	0	1459	29141
uc001bat.3	0	0	0	0	770	15430
uc001bau.2	0	0	0	0	2613	59824
uc001bav.2	0	0	0	0	6	236
uc001bay.3	0	0	0	0	426	9828
uc001bba.1	0	0	0	0	333	5184
uc001bbb.3	0	0	0	0	315	7477
uc001bbd.2	0	0	0	0	766	12111
uc001bbi.3	0	0	0	0	764	21503
uc001bbo.4	0	0	0	0	231	5109
uc001bbs.3	0	0	0	0	40	1866
uc001bbv.1	0	0	0	0	55	1677
uc001bbw.3	0	0	0	0	37	711
uc001bby.3	0	0	0	0	200	4301
uc001bcl.3	0	0	0	0	124	2128
uc001bcn.3	0	0	0	0	1893	32333
uc001bcq.1	0	0	0	0	11	192
uc001bcs.4	0	0	0	0	153	4281
uc001bct.1	0	0	0	0	20	741
uc001bcx.3	0	0	0	0	107	2149
uc001bcy.3	0	0	0	0	105	2096
uc001bdb.3	0	0	0	0	5	283
uc001bdh.3	0	0	0	0	14	329
uc001bdi.4	0	0	0	0	64	1351
uc001bdk.3	0	0	0	0	184	4716
uc001bdm.3	0	0	0	0	78	2311
uc001bdn.3	0	0	0	0	7	438
uc001bdr.4	0	0	0	0	806	15815
uc001bee.3	0	0	0	0	2196	44627
uc001bem.2	0	0	0	0	2145	28403
uc001bev.3	0	0	0	0	202	4208
uc001bex.3	0	0	0	0	186	6933
uc001bfg.1	0	0	0	0	95	1852
uc001bfj.3	0	0	0	0	871	18563
uc001bfl.3	0	0	0	0	168	2000
uc001bfp.3	0	0	0	0	211	5851
uc001bfs.4	0	0	0	0	101	1812
uc001bfu.2	0	0	0	0	254	8771
uc001bfx.1	0	0	0	0	417	13533
uc001bfy.3	0	0	0	0	16	339
uc001bgc.4	0	0	0	0	91	1221
uc001bgd.3	0	0	0	0	119	1248
uc001bgh.1	0	0	0	0	55	930
uc001bgi.2	0	0	0	0	344	7426
uc001bgu.3	0	0	0	0	69	1084
uc001bhc.1	0	0	0	0	313	4967
uc001bhe.2	0	0	0	0	94	2182
uc001bhh.4	0	0	0	0	9	250
uc001bhl.3	0	0	0	0	15	804
uc001bho.3	0	0	0	0	205	2974
uc001bht.3	0	0	0	0	1	167
uc001bhz.1	0	0	0	0	12	264
uc001bic.3	0	0	0	0	17	433
uc001bie.3	0	0	0	0	31	2033
uc001bif.3	0	0	0	0	118	4692
uc001bin.4	0	0	0	0	325	7678
uc001biq.2	0	0	0	0	64	3534
uc001bir.3	0	0	0	0	663	8481
uc001bix.3	0	0	0	0	357	6010
uc001bjc.3	0	0	0	0	399	7721
uc001bjd.3	0	0	0	0	220	3292
uc001bjh.3	0	0	0	0	631	10265
uc001bjk.2	0	0	0	0	697	14029
uc001bjm.3	0	0	0	0	95	3468
uc001bjo.2	0	0	0	0	384	10123
uc001bjq.3	0	0	0	0	79	2095
uc001bjr.3	0	0	0	0	307	6777
uc001bju.1	0	0	0	0	124	1197
uc001bjw.3	0	0	0	0	145	946
uc001bjz.3	0	0	0	0	2597	19488
uc001bke.3	0	0	0	0	660	4418
uc001bkj.3	0	0	0	0	1777	15462
uc001bkk.3	0	0	0	0	935	9754
uc001bkl.4	0	0	0	0	259	5147
uc001bkm.2	0	0	0	0	1554	29910
uc001bkq.4	0	0	0	0	31	964
uc001bkw.1	0	0	0	0	171	3645
uc001bkx.3	0	0	0	0	120	1922
uc001blc.3	0	0	0	0	0	6
uc001ble.4	0	0	0	0	145	4232
uc001blf.3	0	0	0	0	146	2431
uc001blh.1	0	0	0	0	12	479
uc001bli.2	0	0	0	0	147	2949
uc001blk.3	0	0	0	0	12	247
uc001bll.4	0	0	0	0	1	50
uc001blm.4	0	0	0	0	87	1899
uc001blr.3	0	0	0	0	81	3156
uc001blt.1	0	0	0	0	8	307
uc001blu.3	0	0	0	0	2	117
uc001bma.3	0	0	0	0	61	2450
uc001bmc.3	0	0	0	0	17	269
uc001bmd.4	0	0	0	0	58	3138
uc001bmj.3	0	0	0	0	98	1911
uc001bmk.3	0	0	0	0	84	4031
uc001bmp.4	0	0	0	0	17	476
uc001bmr.1	0	0	0	0	67	1119
uc001bmt.1	0	0	0	0	326	11205
uc001bna.3	0	0	0	0	22	778
uc001bnb.3	0	0	0	0	178	5497
uc001bnd.1	0	0	0	0	68	1938
uc001bne.3	0	0	0	0	20	1051
uc001bnf.3	0	0	0	0	3	110
uc001bng.2	0	0	0	0	324	6144
uc001bni.2	0	0	0	0	82	1644
uc001bnj.4	0	0	0	0	49	841
uc001bnr.4	0	0	0	0	34	1063
uc001bnv.2	0	0	0	0	44	1042
uc001bob.3	0	0	0	0	25	728
uc001boc.3	0	0	0	0	0	45
uc001bod.4	0	0	0	0	37	144
uc001boh.1	0	0	0	0	317	4100
uc001boj.3	0	0	0	0	210	1902
uc001bom.3	0	0	0	0	253	2914
uc001bon.1	0	0	0	0	61	833
uc001bou.4	0	0	0	0	652	6829
uc001bpe.1	0	0	0	0	164	3527
uc001bpg.3	0	0	0	0	96	1840
uc001bph.1	0	0	0	0	13	574
uc001bpi.2	0	0	0	0	425	12963
uc001bpm.4	0	0	0	0	170	5405
uc001bpn.3	0	0	0	0	292	6201
uc001bpq.3	0	0	0	0	0	1
uc001bps.3	0	0	0	0	101	3710
uc001bpt.4	0	0	0	0	9	765
uc001bpx.3	0	0	0	0	2691	31840
uc001bqb.2	0	0	0	0	477	7117
uc001bqi.3	0	0	0	0	170	3386
uc001bqu.3	0	0	0	0	8	187
uc001bqy.3	0	0	0	0	94	4166
uc001brb.3	0	0	0	0	123	4521
uc001brf.1	0	0	0	0	558	10807
uc001brg.2	0	0	0	0	949	14547
uc001brl.2	0	0	0	0	1101	22004
uc001brn.2	0	0	0	0	52	647
uc001brp.1	0	0	0	0	128	3833
uc001brz.3	0	0	0	0	13	911
uc001bsc.2	0	0	0	0	238	4913
uc001bsd.2	0	0	0	0	3	50
uc001bse.2	0	0	0	0	399	6999
uc001bss.1	0	0	0	0	93	1338
uc001bta.3	0	0	0	0	55	1382
uc001btc.4	0	0	0	0	6	172
uc001bth.2	0	0	0	0	61	1380
uc001btk.1	0	0	0	0	483	8480
uc001bto.3	0	0	0	0	273	5423
uc001bts.1	0	0	0	0	80	3178
uc001btx.2	0	0	0	0	37	662
uc001bty.2	0	0	0	0	313	4775
uc001bua.2	0	0	0	0	578	7182
uc001buf.4	0	0	0	0	111	3306
uc001bug.3	0	0	0	0	207	6220
uc001bui.3	0	0	0	0	56	1906
uc001bul.1	0	0	0	0	10	407
uc001bun.2	0	0	0	0	28	785
uc001bur.4	0	0	0	0	11	636
uc001buw.3	0	0	0	0	0	38
uc001bux.3	0	0	0	0	176	4643
uc001bva.3	0	0	0	0	3	167
uc001bvd.4	0	0	0	0	19	202
uc001bvf.3	0	0	0	0	2	82
uc001bvl.4	0	0	0	0	85	2451
uc001bvn.3	0	0	0	0	842	19706
uc001bvp.3	0	0	0	0	438	5690
uc001bvu.1	0	0	0	0	266	4727
uc001bvy.1	0	0	0	0	294	6091
uc001bwc.4	0	0	0	0	243	5074
uc001bwg.3	0	0	0	0	36	1067
uc001bwh.3	0	0	0	0	22	610
uc001bwi.1	0	0	0	0	35	776
uc001bwx.1	0	0	0	0	90	3878
uc001bxb.3	0	0	0	0	129	5184
uc001bxc.1	0	0	0	0	208	4854
uc001bxh.1	0	0	0	0	59	2871
uc001bxj.4	0	0	0	0	44	1219
uc001bxm.1	0	0	0	0	1540	40964
uc001bxn.1	0	0	0	0	3316	72189
uc001bxs.4	0	0	0	0	560	10967
uc001bxu.4	0	0	0	0	35	564
uc001bxv.1	0	0	0	0	50	760
uc001bxx.3	0	0	0	0	47	623
uc001byb.3	0	0	0	0	22	398
uc001byc.3	0	0	0	0	251	4836
uc001byd.4	0	0	0	0	59	490
uc001byf.1	0	0	0	0	385	5998
uc001byn.3	0	0	0	0	339	6316
uc001bys.3	0	0	0	0	165	1948
uc001byt.3	0	0	0	0	1371	23835
uc001byx.3	0	0	0	0	684	15150
uc001bzc.3	0	0	0	0	33	648
uc001bzd.2	0	0	0	0	101	4430
uc001bzf.2	0	0	0	0	212	9420
uc001bzh.1	0	0	0	0	3	94
uc001bzi.3	0	0	0	0	123	3410
uc001bzj.2	0	0	0	0	212	5264
uc001bzk.3	0	0	0	0	110	2789
uc001bzl.3	0	0	0	0	10	721
uc001bzp.3	0	0	0	0	513	15829
uc001bzr.3	0	0	0	0	58	500
uc001bzt.3	0	0	0	0	57	642
uc001bzw.2	0	0	0	0	0	6
uc001bzz.3	0	0	0	0	188	3356
uc001cad.3	0	0	0	0	5	176
uc001cae.4	0	0	0	0	378	12985
uc001caj.1	0	0	0	0	6	185
uc001cam.1	0	0	0	0	463	8216
uc001cao.1	0	0	0	0	61	944
uc001caq.3	0	0	0	0	548	6975
uc001cas.2	0	0	0	0	151	2107
uc001cav.2	0	0	0	0	260	3831
uc001caz.2	0	0	0	0	2698	48597
uc001cbb.4	0	0	0	0	17	688
uc001cbi.4	0	0	0	0	37	2463
uc001cbk.3	0	0	0	0	19	1225
uc001cbl.2	0	0	0	0	84	3504
uc001cbp.3	0	0	0	0	42	879
uc001cbq.1	0	0	0	0	1	23
uc001cbr.4	0	0	0	0	129	2907
uc001cbw.4	0	0	0	0	6	154
uc001cbx.2	0	0	0	0	1	195
uc001cbz.2	0	0	0	0	0	30
uc001cca.1	0	0	0	0	58	859
uc001cce.1	0	0	0	0	177	4111
uc001ccf.1	0	0	0	0	85	2408
uc001ccg.1	0	0	0	0	334	8137
uc001cci.3	0	0	0	0	281	5475
uc001ccm.3	0	0	0	0	60	1361
uc001ccn.4	0	0	0	0	62	1776
uc001ccr.3	0	0	0	0	162	4022
uc001ccv.3	0	0	0	0	323	5688
uc001ccw.3	0	0	0	0	140	2350
uc001ccy.3	0	0	0	0	141	2246
uc001cdc.2	0	0	0	0	1419	27706
uc001cdi.3	0	0	0	0	387	7129
uc001cdl.2	0	0	0	0	68	1966
uc001cdp.3	0	0	0	0	88	1771
uc001cdq.1	0	0	0	0	224	2797
uc001cdr.3	0	0	0	0	93	2029
uc001cdw.3	0	0	0	0	175	3128
uc001cdz.1	0	0	0	0	534	7477
uc001cer.2	0	0	0	0	2	91
uc001cfc.4	0	0	0	0	2166	23663
uc001cfe.2	0	0	0	0	99	1152
uc001cfg.4	0	0	0	0	424	5706
uc001cfh.1	0	0	0	0	202	3608
uc001cfi.1	0	0	0	0	78	1826
uc001cfj.3	0	0	0	0	317	6770
uc001cfl.2	0	0	0	0	185	3531
uc001cfp.3	0	0	0	0	36	942
uc001cft.2	0	0	0	0	55	2007
uc001cfu.1	0	0	0	0	198	4772
uc001cge.3	0	0	0	0	67	1939
uc001cgi.2	0	0	0	0	254	8344
uc001cgk.4	0	0	0	0	110	2275
uc001cgm.2	0	0	0	0	10	402
uc001cgr.3	0	0	0	0	489	13247
uc001cgx.3	0	0	0	0	123	1697
uc001cgz.4	0	0	0	0	3530	71014
uc001chc.1	0	0	0	0	7	344
uc001chd.1	0	0	0	0	10	282
uc001chg.3	0	0	0	0	481	18132
uc001chi.2	0	0	0	0	202	3436
uc001chj.3	0	0	0	0	206	3648
uc001chl.3	0	0	0	0	8	291
uc001chm.2	0	0	0	0	92	2498
uc001chq.3	0	0	0	0	10	864
uc001chs.3	0	0	0	0	49	2164
uc001chu.2	0	0	0	0	13	526
uc001chw.2	0	0	0	0	54	2646
uc001cia.4	0	0	0	0	8	684
uc001cib.2	0	0	0	0	40	1561
uc001cie.1	0	0	0	0	60	1411
uc001cih.3	0	0	0	0	8	189
uc001cik.2	0	0	0	0	590	9256
uc001cio.3	0	0	0	0	769	14214
uc001cit.4	0	0	0	0	1	12
uc001civ.3	0	0	0	0	17	527
uc001cix.3	0	0	0	0	13	402
uc001cje.2	0	0	0	0	1	174
uc001cjk.3	0	0	0	0	230	5396
uc001cjs.3	0	0	0	0	609	12770
uc001cjx.3	0	0	0	0	448	6585
uc001ckl.4	0	0	0	0	1535	23392
uc001ckp.4	0	0	0	0	992	14835
uc001ckt.3	0	0	0	0	7	241
uc001ckx.3	0	0	0	0	135	2258
uc001cla.3	0	0	0	0	15	157
uc001cle.3	0	0	0	0	17	260
uc001clg.3	0	0	0	0	90	1476
uc001cli.3	0	0	0	0	15	365
uc001clp.3	0	0	0	0	157	2306
uc001cls.1	0	0	0	0	19	534
uc001clt.3	0	0	0	0	452	8425
uc001clv.1	0	0	0	0	2388	51527
uc001cmc.3	0	0	0	0	121	3616
uc001cmf.2	0	0	0	0	369	10559
uc001cmg.4	0	0	0	0	128	2815
uc001cmi.3	0	0	0	0	15	383
uc001cmm.3	0	0	0	0	0	56
uc001cmn.3	0	0	0	0	3	195
uc001cmu.3	0	0	0	0	416	8914
uc001cmw.4	0	0	0	0	330	8446
uc001cna.2	0	0	0	0	2	40
uc001cnd.2	0	0	0	0	1397	34832
uc001col.2	0	0	0	0	6	318
uc001coq.3	0	0	0	0	171	5391
uc001cor.1	0	0	0	0	9	347
uc001cos.4	0	0	0	0	206	5625
uc001cow.3	0	0	0	0	685	21866
uc001cpd.3	0	0	0	0	47	1161
uc001cpg.3	0	0	0	0	60	3081
uc001cpn.3	0	0	0	0	18	1598
uc001cpo.1	0	0	0	0	19	1097
uc001cpp.3	0	0	0	0	43	1622
uc001cpu.2	0	0	0	0	57	2224
uc001cpw.3	0	0	0	0	121	1366
uc001cqi.4	0	0	0	0	41	2089
uc001cqp.4	0	0	0	0	9	263
uc001cqq.2	0	0	0	0	48	1328
uc001cqr.3	0	0	0	0	245	3845
uc001cqu.1	0	0	0	0	450	9341
uc001cqv.1	0	0	0	0	1	236
uc001cqw.3	0	0	0	0	79	1698
uc001cqy.2	0	0	0	0	42	1241
uc001cre.1	0	0	0	0	981	10582
uc001cri.3	0	0	0	0	544	7540
uc001crp.2	0	0	0	0	263	4449
uc001crs.2	0	0	0	0	1819	37714
uc001cry.3	0	0	0	0	411	9359
uc001cse.1	0	0	0	0	3334	94725
uc001csf.3	0	0	0	0	9	264
uc001csg.3	0	0	0	0	0	108
uc001csh.3	0	0	0	0	603	10975
uc001csi.4	0	0	0	0	340	7538
uc001csq.1	0	0	0	0	1077	41867
uc001css.4	0	0	0	0	627	21667
uc001ctc.4	0	0	0	0	685	19459
uc001cth.3	0	0	0	0	260	12226
uc001cti.4	0	0	0	0	77	2693
uc001ctp.4	0	0	0	0	1078	38410
uc001ctq.2	0	0	0	0	64	1882
uc001ctv.4	0	0	0	0	81	1694
uc001cty.2	0	0	0	0	486	8862
uc001cue.3	0	0	0	0	34	1184
uc001cuf.3	0	0	0	0	140	3836
uc001cui.2	0	0	0	0	106	2659
uc001cul.2	0	0	0	0	751	12858
uc001cun.3	0	0	0	0	331	4538
uc001cvb.4	0	0	0	0	94	1630
uc001cvd.3	0	0	0	0	13	522
uc001cvi.2	0	0	0	0	567	12839
uc001cvq.1	0	0	0	0	95	1260
uc001cvr.1	0	0	0	0	1741	39672
uc001cvt.3	0	0	0	0	963	12739
uc001cvu.3	0	0	0	0	204	5795
uc001cwd.4	0	0	0	0	173	3362
uc001cwi.1	0	0	0	0	220	4775
uc001cwj.2	0	0	0	0	139	3389
uc001cwm.2	0	0	0	0	72	1382
uc001cwo.3	0	0	0	0	108	1976
uc001cwq.3	0	0	0	0	65	938
uc001cwt.1	0	0	0	0	409	6820
uc001cwv.2	0	0	0	0	154	3287
uc001cwx.5	0	0	0	0	143	3457
uc001cxa.4	0	0	0	0	97	2923
uc001cxf.4	0	0	0	0	1672	35107
uc001cxm.2	0	0	0	0	1959	26331
uc001cxx.4	0	0	0	0	408	7976
uc001cxy.3	0	0	0	0	45	1116
uc001cxz.4	0	0	0	0	86	1601
uc001cya.4	0	0	0	0	529	10114
uc001cyc.1	0	0	0	0	557	10490
uc001cyd.3	0	0	0	0	108	2193
uc001cye.3	0	0	0	0	136	2022
uc001cyf.2	0	0	0	0	353	6808
uc001cyj.2	0	0	0	0	1101	21160
uc001cym.4	0	0	0	0	824	15728
uc001cyo.2	0	0	0	0	723	12601
uc001cyp.3	0	0	0	0	307	6046
uc001cys.1	0	0	0	0	12269	219132
uc001cyt.1	0	0	0	0	2305	45978
uc001cza.3	0	0	0	0	7	269
uc001czi.4	0	0	0	0	5102	105902
uc001czq.3	0	0	0	0	301	5416
uc001czr.1	0	0	0	0	87	1763
uc001czs.2	0	0	0	0	314	11189
uc001czy.3	0	0	0	0	3658	78401
uc001czz.1	0	0	0	0	563	10648
uc001daa.2	0	0	0	0	4436	83301
uc001dae.4	0	0	0	0	213	4953
uc001dai.4	0	0	0	0	1021	17531
uc001daj.2	0	0	0	0	100	1884
uc001dam.3	0	0	0	0	176	4693
uc001daq.4	0	0	0	0	639	17863
uc001dat.3	0	0	0	0	467	11134
uc001dbb.2	0	0	0	0	280	10177
uc001dbf.3	0	0	0	0	374	7404
uc001dbh.3	0	0	0	0	623	12630
uc001dbi.4	0	0	0	0	93	3277
uc001dbj.3	0	0	0	0	2597	62442
uc001dbn.1	0	0	0	0	264	4673
uc001dbo.1	0	0	0	0	1563	33679
uc001dbs.2	0	0	0	0	361	10908
uc001dbu.1	0	0	0	0	383	6697
uc001dce.2	0	0	0	0	31	1124
uc001dcg.3	0	0	0	0	915	23574
uc001dcr.3	0	0	0	0	1561	28711
uc001dcu.3	0	0	0	0	100	3024
uc001dcv.3	0	0	0	0	207	3042
uc001dcw.3	0	0	0	0	4	193
uc001dcx.3	0	0	0	0	504	13881
uc001ddk.2	0	0	0	0	455	7561
uc001ddy.3	0	0	0	0	61	1873
uc001dea.2	0	0	0	0	988	25971
uc001ded.3	0	0	0	0	45	659
uc001dee.3	0	0	0	0	293	7545
uc001deg.2	0	0	0	0	687	20376
uc001dei.1	0	0	0	0	129	3305
uc001dem.4	0	0	0	0	127	4642
uc001dep.3	0	0	0	0	2439	43147
uc001der.2	0	0	0	0	203	5522
uc001dev.3	0	0	0	0	70	1863
uc001dfc.3	0	0	0	0	27	1091
uc001dfd.3	0	0	0	0	160	4438
uc001dfk.1	0	0	0	0	2026	35718
uc001dft.3	0	0	0	0	108	2591
uc001dfw.3	0	0	0	0	8201	158531
uc001dfy.4	0	0	0	0	755	22077
uc001dgc.2	0	0	0	0	530	15433
uc001dgf.2	0	0	0	0	2437	52384
uc001dgg.3	0	0	0	0	523	14980
uc001dgl.3	0	0	0	0	217	6430
uc001dgo.3	0	0	0	0	7	244
uc001dgy.2	0	0	0	0	34	1306
uc001dhd.2	0	0	0	0	881	21289
uc001dhe.2	0	0	0	0	101	2292
uc001dhg.4	0	0	0	0	3255	62030
uc001dhm.2	0	0	0	0	176	3177
uc001dho.3	0	0	0	0	3590	69065
uc001dhp.3	0	0	0	0	241	5890
uc001dhr.3	0	0	0	0	177	7887
uc001dhs.3	0	0	0	0	85	3405
uc001dhw.4	0	0	0	0	122	4931
uc001dic.4	0	0	0	0	307	8020
uc001dij.3	0	0	0	0	55	961
uc001dik.3	0	0	0	0	331	10518
uc001din.3	0	0	0	0	512	9726
uc001dip.4	0	0	0	0	0	152
uc001diq.4	0	0	0	0	607	22982
uc001dis.3	0	0	0	0	1583	34610
uc001djc.3	0	0	0	0	821	21686
uc001dji.3	0	0	0	0	423	13774
uc001djr.3	0	0	0	0	357	8480
uc001djt.1	0	0	0	0	34	1639
uc001djv.4	0	0	0	0	291	4328
uc001djw.4	0	0	0	0	92	1491
uc001dkb.2	0	0	0	0	403	4882
uc001dke.2	0	0	0	0	51	928
uc001dki.3	0	0	0	0	325	7388
uc001dkl.2	0	0	0	0	186	4162
uc001dkm.3	0	0	0	0	1018	14043
uc001dkq.3	0	0	0	0	280	3998
uc001dku.4	0	0	0	0	57	1771
uc001dkv.3	0	0	0	0	62	1363
uc001dlc.3	0	0	0	0	1930	49835
uc001dle.3	0	0	0	0	0	4
uc001dlm.2	0	0	0	0	390	7994
uc001dlr.4	0	0	0	0	563	11459
uc001dls.1	0	0	0	0	47	2080
uc001dlt.3	0	0	0	0	98	2798
uc001dlz.3	0	0	0	0	190	5948
uc001dmc.4	0	0	0	0	446	12218
uc001dme.2	0	0	0	0	708	22981
uc001dmi.3	0	0	0	0	98	2545
uc001dmj.3	0	0	0	0	69	1590
uc001dmo.4	0	0	0	0	551	9557
uc001dmq.2	0	0	0	0	641	10348
uc001dms.3	0	0	0	0	204	2093
uc001dmu.3	0	0	0	0	319	2787
uc001dmx.2	0	0	0	0	86	1822
uc001dmz.1	0	0	0	0	147	2894
uc001dna.2	0	0	0	0	190	6201
uc001dnb.3	0	0	0	0	291	2923
uc001dnc.3	0	0	0	0	41	820
uc001dnf.2	0	0	0	0	134	3790
uc001dnh.3	0	0	0	0	182	6809
uc001dnj.3	0	0	0	0	18	993
uc001dnl.4	0	0	0	0	575	12000
uc001dnm.3	0	0	0	0	899	19253
uc001dnq.2	0	0	0	0	52	2552
uc001dns.3	0	0	0	0	36	717
uc001dnv.3	0	0	0	0	576	11699
uc001dnx.3	0	0	0	0	356	7298
uc001doa.4	0	0	0	0	718	16103
uc001doe.3	0	0	0	0	133	2365
uc001doj.3	0	0	0	0	1238	30639
uc001dol.4	0	0	0	0	457	12941
uc001don.2	0	0	0	0	240	4834
uc001doo.3	0	0	0	0	768	11381
uc001dop.3	0	0	0	0	7	325
uc001doq.3	0	0	0	0	233	3458
uc001dor.3	0	0	0	0	388	5656
uc001dot.2	0	0	0	0	883	11945
uc001dow.4	0	0	0	0	52	1077
uc001dox.3	0	0	0	0	2049	33998
uc001doz.3	0	0	0	0	0	18
uc001dpc.3	0	0	0	0	246	6801
uc001dpn.3	0	0	0	0	450	4176
uc001dpu.3	0	0	0	0	142	1724
uc001dqb.4	0	0	0	0	886	23558
uc001dqf.3	0	0	0	0	45	1367
uc001dqg.1	0	0	0	0	158	4417
uc001dqh.3	0	0	0	0	1214	25237
uc001dqj.4	0	0	0	0	117	4218
uc001dqs.3	0	0	0	0	67	1544
uc001dqz.4	0	0	0	0	259	7334
uc001dra.2	0	0	0	0	549	16794
uc001drd.4	0	0	0	0	998	23043
uc001drf.4	0	0	0	0	3	116
uc001drr.3	0	0	0	0	836	15631
uc001drv.3	0	0	0	0	5851	131960
uc001drw.3	0	0	0	0	321	13457
uc001dsa.3	0	0	0	0	509	9734
uc001dsc.3	0	0	0	0	1149	24006
uc001dse.3	0	0	0	0	603	10496
uc001dsg.3	0	0	0	0	1088	16523
uc001dsh.1	0	0	0	0	294	6958
uc001dsk.1	0	0	0	0	298	9719
uc001dsp.2	0	0	0	0	524	10043
uc001dss.2	0	0	0	0	168	2884
uc001dst.3	0	0	0	0	540	10826
uc001dsu.3	0	0	0	0	589	10906
uc001dsv.3	0	0	0	0	127	2657
uc001dsy.2	0	0	0	0	149	4052
uc001dta.3	0	0	0	0	122	3867
uc001dtc.3	0	0	0	0	163	3209
uc001dtg.4	0	0	0	0	134	3074
uc001dth.3	0	0	0	0	0	7
uc001dtj.3	0	0	0	0	127	2361
uc001dtk.2	0	0	0	0	227	3575
uc001dtn.2	0	0	0	0	777	16915
uc001dtr.2	0	0	0	0	335	6796
uc001dud.2	0	0	0	0	12	116
uc001dug.2	0	0	0	0	1511	32182
