#gene	KO-hom	KO-het	DMG-hom	DMG-het	BEN-hom	BEN-het
uc001duk.3	0	0	0	0	1808	28865
uc001dul.3	0	0	0	0	2704	65757
uc001dur.3	0	0	0	0	10	394
uc001dut.3	0	0	0	0	0	5
uc001dux.1	0	0	0	0	11	162
uc001dvc.4	0	0	0	0	2764	53011
uc001dvi.3	0	0	0	0	573	14505
uc001dvm.4	0	0	0	0	136	3121
uc001dvn.5	0	0	0	0	207	5169
uc001dvt.4	0	0	0	0	23	772
uc001dvu.4	0	0	0	0	51	1389
uc001dvx.3	0	0	0	0	91	3163
uc001dvy.3	0	0	0	0	284	9773
uc001dwa.4	0	0	0	0	13	561
uc001dwg.2	0	0	0	0	226	6568
uc001dwl.3	0	0	0	0	425	17403
uc001dwm.1	0	0	0	0	122	3650
uc001dwn.3	0	0	0	0	39	1131
uc001dwu.2	0	0	0	0	62	2201
uc001dxa.4	0	0	0	0	221	4309
uc001dxb.3	0	0	0	0	7	125
uc001dxj.3	0	0	0	0	0	119
uc001dxm.2	0	0	0	0	102	2947
uc001dxp.3	0	0	0	0	48	1194
uc001dxr.3	0	0	0	0	30	409
uc001dxx.4	0	0	0	0	0	10
uc001dxy.2	0	0	0	0	41	413
uc001dxz.3	0	0	0	0	405	6393
uc001dya.3	0	0	0	0	118	1619
uc001dyi.3	0	0	0	0	79	1329
uc001dyk.3	0	0	0	0	393	887
uc001dyo.2	0	0	0	0	3	188
uc001dyt.2	0	0	0	0	31	1050
uc001dyw.4	0	0	0	0	138	2360
uc001dyx.3	0	0	0	0	356	5417
uc001dyz.1	0	0	0	0	45	1376
uc001dzb.3	0	0	0	0	64	1316
uc001dzg.3	0	0	0	0	28	1067
uc001dzl.1	0	0	0	0	1	87
uc001dzr.3	0	0	0	0	31	613
uc001dzs.3	0	0	0	0	26	688
uc001dzw.3	0	0	0	0	58	2385
uc001eab.3	0	0	0	0	27	1467
uc001eae.4	0	0	0	0	67	2369
uc001eag.3	0	0	0	0	54	1775
uc001eai.1	0	0	0	0	176	5577
uc001eak.2	0	0	0	0	57	1275
uc001eal.2	0	0	0	0	36	924
uc001eam.3	0	0	0	0	170	1752
uc001eba.3	0	0	0	0	144	2355
uc001ebc.3	0	0	0	0	107	2090
uc001ebe.3	0	0	0	0	38	785
uc001ebf.3	0	0	0	0	150	3396
uc001ebg.4	0	0	0	0	202	6651
uc001ebi.3	0	0	0	0	224	5379
uc001ebk.3	0	0	0	0	917	22206
uc001ebp.2	0	0	0	0	227	6580
uc001ebu.1	0	0	0	0	1386	36841
uc001ebx.3	0	0	0	0	496	9230
uc001eca.3	0	0	0	0	590	12201
uc001ecd.3	0	0	0	0	258	12347
uc001ecj.1	0	0	0	0	144	5192
uc001ecn.3	0	0	0	0	86	3162
uc001ecr.1	0	0	0	0	35	942
uc001ect.1	0	0	0	0	21	512
uc001ecv.3	0	0	0	0	42	1304
uc001ecx.3	0	0	0	0	155	3072
uc001ecy.3	0	0	0	0	92	1918
uc001edf.1	0	0	0	0	384	8127
uc001edk.3	0	0	0	0	663	29693
uc001edn.3	0	0	0	0	33	1610
uc001edq.3	0	0	0	0	79	2778
uc001edv.2	0	0	0	0	23	958
uc001eeg.3	0	0	0	0	2	76
uc001eeh.3	0	0	0	0	10	357
uc001eem.3	0	0	0	0	46	3008
uc001ees.1	0	0	0	0	5	128
uc001eeu.3	0	0	0	0	19	415
uc001eev.3	0	0	0	0	442	12216
uc001eex.3	0	0	0	0	880	20194
uc001efa.3	0	0	0	0	80	2029
uc001efd.1	0	0	0	0	638	13293
uc001efe.2	0	0	0	0	142	3810
uc001efp.4	0	0	0	0	11	433
uc001efs.2	0	0	0	0	42	789
uc001eft.3	0	0	0	0	220	5041
uc001efu.1	0	0	0	0	514	9920
uc001efv.1	0	0	0	0	328	6926
uc001efx.4	0	0	0	0	1064	14764
uc001efy.3	0	0	0	0	0	65
uc001egb.4	0	0	0	0	854	15783
uc001egc.1	0	0	0	0	281	6062
uc001egm.3	0	0	0	0	48	569
uc001egr.2	0	0	0	0	867	11753
uc001egu.4	0	0	0	0	18	482
uc001egv.1	0	0	0	0	582	12062
uc001egy.3	0	0	0	0	326	5986
uc001egz.2	0	0	0	0	92	1463
uc001ehb.3	0	0	0	0	1036	16518
uc001ehd.1	0	0	0	0	2437	37711
uc001ehe.3	0	0	0	0	230	5038
uc001ehf.3	0	0	0	0	215	9349
uc001ehk.2	0	0	0	0	1476	30201
uc001ehl.1	0	0	0	0	1025	18588
uc001ehn.3	0	0	0	0	242	6358
uc001ehq.1	0	0	0	0	346	5085
uc001ehu.3	0	0	0	0	0	3
uc001ehv.1	0	0	0	0	128	1568
uc001ehy.1	0	0	0	0	130	2949
uc001ehz.3	0	0	0	0	221	4619
uc001eid.3	0	0	0	0	136	3476
uc001eif.3	0	0	0	0	181	3532
uc001eik.3	0	0	0	0	225	3363
uc001eil.3	0	0	0	0	370	11588
uc001eip.3	0	0	0	0	22	511
uc001epd.3	0	0	0	0	167	4512
uc001epe.3	0	0	0	0	61	2526
uc001eph.4	0	0	0	0	150	11810
uc001epo.5	0	0	0	0	271	7847
uc001epq.3	0	0	0	0	678	13829
uc001epr.2	0	0	0	0	131	2101
uc001ept.1	0	0	0	0	107	2738
uc001epu.2	0	0	0	0	27	1414
uc001eqe.3	0	0	0	0	220	1800
uc001esb.2	0	0	0	0	151	1667
uc001etf.3	0	0	0	0	0	16
uc001eth.2	0	0	0	0	100	2100
uc001etk.2	0	0	0	0	38	787
uc001etl.4	0	0	0	0	45	740
uc001etm.2	0	0	0	0	27	824
uc001etn.3	0	0	0	0	468	11665
uc001etp.3	0	0	0	0	1026	20515
uc001ets.3	0	0	0	0	66	1464
uc001etx.3	0	0	0	0	32	684
uc001ety.2	0	0	0	0	0	26
uc001euc.3	0	0	0	0	115	2118
uc001eui.3	0	0	0	0	13	326
uc001eul.3	0	0	0	0	193	4005
uc001eup.4	0	0	0	0	1448	29097
uc001euq.4	0	0	0	0	232	4640
uc001euv.3	0	0	0	0	12	261
uc001euw.3	0	0	0	0	66	960
uc001eva.3	0	0	0	0	5	178
uc001eve.3	0	0	0	0	3	278
uc001evm.2	0	0	0	0	147	2820
uc001evp.2	0	0	0	0	42	819
uc001evu.2	0	0	0	0	503	5031
uc001evw.4	0	0	0	0	101	1236
uc001ewa.2	0	0	0	0	130	2150
uc001ewd.3	0	0	0	0	79	1343
uc001ewn.3	0	0	0	0	6	321
uc001ewp.3	0	0	0	0	23	957
uc001ewq.3	0	0	0	0	43	1350
uc001ewr.2	0	0	0	0	330	11941
uc001eww.3	0	0	0	0	118	3085
uc001exl.3	0	0	0	0	39	1487
uc001exq.3	0	0	0	0	0	339
uc001eyc.1	0	0	0	0	1	68
uc001eym.3	0	0	0	0	362	5497
uc001eys.2	0	0	0	0	60	1360
uc001eyv.3	0	0	0	0	10	244
uc001eyy.2	0	0	0	0	0	68
uc001ezf.1	0	0	0	0	16	251
uc001ezh.3	0	0	0	0	145	3451
uc001ezj.2	0	0	0	0	73	3206
uc001ezl.3	0	0	0	0	47	1251
uc001ezn.3	0	0	0	0	17	573
uc001ezo.1	0	0	0	0	0	36
uc001ezs.1	0	0	0	0	17	259
uc001ezt.2	0	0	0	0	28	521
uc001ezu.1	0	0	0	0	136	1617
uc001ezw.4	0	0	0	0	24	322
uc001ezx.2	0	0	0	0	50	575
uc001ezy.3	0	0	0	0	10	136
uc001ezz.3	0	0	0	0	27	439
uc001faa.4	0	0	0	0	0	26
uc001fab.3	0	0	0	0	2	38
uc001fag.4	0	0	0	0	32	377
uc001fah.4	0	0	0	0	43	269
uc001fai.3	0	0	0	0	2	92
uc001faj.3	0	0	0	0	1	35
uc001fal.1	0	0	0	0	5	135
uc001fan.3	0	0	0	0	3	142
uc001fap.1	0	0	0	0	34	350
uc001fas.4	0	0	0	0	12	130
uc001fat.3	0	0	0	0	64	1062
uc001fau.3	0	0	0	0	14	262
uc001fav.1	0	0	0	0	27	537
uc001faw.3	0	0	0	0	8	201
uc001fax.4	0	0	0	0	22	337
uc001fba.3	0	0	0	0	9	158
uc001fbb.2	0	0	0	0	5	159
uc001fbd.3	0	0	0	0	8	129
uc001fbg.3	0	0	0	0	121	492
uc001fbh.3	0	0	0	0	0	50
uc001fbi.3	0	0	0	0	0	21
uc001fbl.4	0	0	0	0	4	118
uc001fbm.3	0	0	0	0	7	197
uc001fbn.1	0	0	0	0	65	2169
uc001fbo.3	0	0	0	0	173	2993
uc001fbq.3	0	0	0	0	35	499
uc001fbr.1	0	0	0	0	0	98
uc001fbs.3	0	0	0	0	22	363
uc001fbt.1	0	0	0	0	46	836
uc001fbv.1	0	0	0	0	6	223
uc001fbw.1	0	0	0	0	14	262
uc001fbx.3	0	0	0	0	63	1278
uc001fbz.3	0	0	0	0	41	452
uc001fca.1	0	0	0	0	1	122
uc001fcb.3	0	0	0	0	45	581
uc001fcd.1	0	0	0	0	32	711
uc001fce.3	0	0	0	0	0	92
uc001fch.3	0	0	0	0	70	1636
uc001fcj.3	0	0	0	0	18	652
uc001fco.2	0	0	0	0	0	1
uc001fcq.4	0	0	0	0	8	163
uc001fcr.4	0	0	0	0	12	531
uc001fcs.4	0	0	0	0	4	243
uc001fcz.3	0	0	0	0	32	621
uc001fdb.4	0	0	0	0	295	11170
uc001fdd.1	0	0	0	0	33	1053
uc001fdn.4	0	0	0	0	5	234
uc001fds.3	0	0	0	0	0	126
uc001fdv.3	0	0	0	0	0	89
uc001fdw.3	0	0	0	0	190	8339
uc001fec.2	0	0	0	0	14	990
uc001fee.2	0	0	0	0	72	952
uc001fei.2	0	0	0	0	220	2387
uc001fes.3	0	0	0	0	56	517
uc001feu.3	0	0	0	0	5	243
uc001few.3	0	0	0	0	16	424
uc001fex.3	0	0	0	0	34	1088
uc001ffa.2	0	0	0	0	596	10110
uc001ffb.3	0	0	0	0	72	1699
uc001ffd.3	0	0	0	0	224	4095
uc001fff.1	0	0	0	0	29	542
uc001ffg.3	0	0	0	0	134	847
uc001ffk.3	0	0	0	0	320	4653
uc001ffp.3	0	0	0	0	1091	27518
uc001ffq.3	0	0	0	0	67	1466
uc001ffs.3	0	0	0	0	75	1205
uc001fft.3	0	0	0	0	4	148
uc001ffy.3	0	0	0	0	25	742
uc001fgb.3	0	0	0	0	43	506
uc001fgc.3	0	0	0	0	20	585
uc001fge.2	0	0	0	0	96	733
uc001fgm.3	0	0	0	0	59	1665
uc001fhe.3	0	0	0	0	22	455
uc001fhh.3	0	0	0	0	24	526
uc001fhk.4	0	0	0	0	0	80
uc001fhn.3	0	0	0	0	0	15
uc001fho.3	0	0	0	0	3	128
uc001fhp.1	0	0	0	0	0	36
uc001fhr.4	0	0	0	0	7	162
uc001fjb.3	0	0	0	0	3	138
uc001fjf.4	0	0	0	0	14	428
uc001fjo.3	0	0	0	0	2	293
uc001fjs.3	0	0	0	0	10	397
uc001fjz.2	0	0	0	0	57	959
uc001fkb.4	0	0	0	0	48	1285
uc001fkd.2	0	0	0	0	36	732
uc001fkj.2	0	0	0	0	10	358
uc001fma.1	0	0	0	0	580	10844
uc001fmg.3	0	0	0	0	112	2471
uc001fmh.2	0	0	0	0	25	802
uc001fmj.1	0	0	0	0	35	1092
uc001fmo.3	0	0	0	0	6	261
uc001fmr.2	0	0	0	0	62	1188
uc001fmu.2	0	0	0	0	45	1096
uc001fmx.3	0	0	0	0	2	72
uc001fna.3	0	0	0	0	62	1653
uc001fnb.3	0	0	0	0	19	312
uc001fnc.3	0	0	0	0	1	299
uc001fnd.4	0	0	0	0	17	592
uc001fnf.1	0	0	0	0	114	1609
uc001fnl.3	0	0	0	0	78	664
uc001fnq.3	0	0	0	0	321	5465
uc001fns.2	0	0	0	0	11	346
uc001foc.4	0	0	0	0	83	2226
uc001fod.3	0	0	0	0	14	515
uc001foh.4	0	0	0	0	4	119
uc001fon.2	0	0	0	0	121	2717
uc001foo.3	0	0	0	0	3	251
uc001fou.1	0	0	0	0	185	2590
uc001fpb.4	0	0	0	0	110	2967
uc001fpe.2	0	0	0	0	88	2049
uc001fpf.3	0	0	0	0	352	8255
uc001fpl.3	0	0	0	0	157	2165
uc001fpn.1	0	0	0	0	3	414
uc001fpp.3	0	0	0	0	89	2164
uc001fpq.3	0	0	0	0	32	515
uc001fpr.3	0	0	0	0	38	663
uc001fps.1	0	0	0	0	10	303
uc001fpt.1	0	0	0	0	5	204
uc001fpv.3	0	0	0	0	15	502
uc001fpx.1	0	0	0	0	6	235
uc001fqa.3	0	0	0	0	140	4226
uc001fqj.1	0	0	0	0	104	2653
uc001fql.2	0	0	0	0	64	1743
uc001fqn.3	0	0	0	0	496	14469
uc001fqq.2	0	0	0	0	29	986
uc001fqr.2	0	0	0	0	19	822
uc001fqu.3	0	0	0	0	512	6752
uc001fqw.3	0	0	0	0	192	4852
uc001fqz.4	0	0	0	0	0	23
uc001frb.3	0	0	0	0	97	2452
uc001fre.2	0	0	0	0	125	6767
uc001frh.3	0	0	0	0	304	4838
uc001frk.4	0	0	0	0	14	731
uc001frn.4	0	0	0	0	967	21126
uc001fro.4	0	0	0	0	29	525
uc001frr.3	0	0	0	0	0	46
uc001frt.3	0	0	0	0	1	188
uc001fru.3	0	0	0	0	6	299
uc001frx.3	0	0	0	0	35	381
uc001frz.3	0	0	0	0	10	451
uc001fst.1	0	0	0	0	2147	17492
uc001fsz.1	0	0	0	0	127	2906
uc001ftd.3	0	0	0	0	692	11363
uc001ftf.1	0	0	0	0	0	3
uc001ftg.3	0	0	0	0	361	7418
uc001ftj.1	0	0	0	0	151	2719
uc001ftl.2	0	0	0	0	218	1345
uc001fto.3	0	0	0	0	0	2
uc001ftq.3	0	0	0	0	188	3089
uc001ftv.3	0	0	0	0	0	1
uc001ftx.1	0	0	0	0	0	10
uc001fua.1	0	0	0	0	1	12
uc001fub.1	0	0	0	0	6	128
uc001fue.4	0	0	0	0	129	2005
uc001fug.1	0	0	0	0	140	2627
uc001fuh.3	0	0	0	0	69	1234
uc001fuk.3	0	0	0	0	142	3358
uc001fur.2	0	0	0	0	212	3460
uc001fuw.2	0	0	0	0	185	3800
uc001fuy.1	0	0	0	0	52	921
uc001fuz.3	0	0	0	0	39	793
uc001fvb.2	0	0	0	0	65	2293
uc001fvd.3	0	0	0	0	215	5403
uc001fve.4	0	0	0	0	328	5286
uc001fvg.3	0	0	0	0	50	2986
uc001fvk.3	0	0	0	0	37	1061
uc001fvv.4	0	0	0	0	428	11107
uc001fvx.3	0	0	0	0	139	3355
uc001fwa.2	0	0	0	0	12	492
uc001fwb.2	0	0	0	0	146	2410
uc001fwc.2	0	0	0	0	48	1375
uc001fwi.4	0	0	0	0	865	9339
uc001fwl.4	0	0	0	0	211	6384
uc001fwn.4	0	0	0	0	69	2781
uc001fwp.4	0	0	0	0	116	4130
uc001fwu.4	0	0	0	0	106	3752
uc001fxa.3	0	0	0	0	354	7073
uc001fxc.3	0	0	0	0	100	1903
uc001fxi.4	0	0	0	0	2	171
uc001fxk.3	0	0	0	0	24	1384
uc001fxo.2	0	0	0	0	99	1915
uc001fxu.3	0	0	0	0	84	2142
uc001fxw.3	0	0	0	0	23	544
uc001fyd.4	0	0	0	0	30	699
uc001fyt.4	0	0	0	0	9	276
uc001fyu.2	0	0	0	0	1	44
uc001fyv.3	0	0	0	0	6	276
uc001fyz.1	0	0	0	0	10	577
uc001fzc.1	0	0	0	0	0	44
uc001fzk.3	0	0	0	0	30	896
uc001gad.3	0	0	0	0	278	6723
uc001gaf.4	0	0	0	0	53	1003
uc001gak.3	0	0	0	0	764	13141
uc001gal.4	0	0	0	0	38	629
uc001gbh.3	0	0	0	0	65	947
uc001gbo.3	0	0	0	0	16	1086
uc001gbq.2	0	0	0	0	107	4129
uc001gbs.3	0	0	0	0	360	11343
uc001gbu.3	0	0	0	0	471	8718
uc001gbw.2	0	0	0	0	2352	54566
uc001gbx.2	0	0	0	0	22	370
uc001gca.1	0	0	0	0	100	2053
uc001gcd.3	0	0	0	0	164	2802
uc001gce.4	0	0	0	0	303	6821
uc001gcf.3	0	0	0	0	1266	31799
uc001gci.3	0	0	0	0	122	3205
uc001gck.2	0	0	0	0	112	2410
uc001gcl.4	0	0	0	0	28	819
uc001gcq.1	0	0	0	0	225	5595
uc001gcs.3	0	0	0	0	2126	52852
uc001gcw.2	0	0	0	0	188	2540
uc001gda.3	0	0	0	0	337	8043
uc001gde.2	0	0	0	0	319	5605
uc001gdf.3	0	0	0	0	374	6588
uc001gdh.1	0	0	0	0	81	2274
uc001gdw.3	0	0	0	0	19	1130
uc001gdx.2	0	0	0	0	161	4345
uc001gea.1	0	0	0	0	216	4956
uc001geb.1	0	0	0	0	128	5244
uc001gej.4	0	0	0	0	578	10494
uc001gek.2	0	0	0	0	307	7620
uc001gel.3	0	0	0	0	181	2212
uc001gen.4	0	0	0	0	233	4935
uc001gep.3	0	0	0	0	331	10080
uc001get.3	0	0	0	0	112	3132
uc001gff.3	0	0	0	0	23	829
uc001gfg.3	0	0	0	0	96	2986
uc001gfj.4	0	0	0	0	660	11508
uc001gfn.4	0	0	0	0	22	694
uc001gfo.2	0	0	0	0	20	830
uc001gfp.3	0	0	0	0	368	6462
uc001gfr.1	0	0	0	0	335	5426
uc001gft.3	0	0	0	0	2021	45510
uc001gfy.3	0	0	0	0	191	4837
uc001gge.4	0	0	0	0	159	3120
uc001ggg.1	0	0	0	0	791	16503
uc001ggh.3	0	0	0	0	132	3775
uc001ggl.2	0	0	0	0	61	1573
uc001ggm.4	0	0	0	0	129	3373
uc001ggn.4	0	0	0	0	9	355
uc001ggo.3	0	0	0	0	145	1989
uc001ggr.3	0	0	0	0	525	13835
uc001ggs.3	0	0	0	0	587	11535
uc001ggw.2	0	0	0	0	687	22532
uc001ghd.2	0	0	0	0	3	139
uc001ghf.3	0	0	0	0	443	12326
uc001ghi.3	0	0	0	0	419	6262
uc001ghj.1	0	0	0	0	139	2669
uc001ghk.1	0	0	0	0	228	2327
uc001ghm.3	0	0	0	0	55	1507
uc001gho.3	0	0	0	0	346	5040
uc001ghu.3	0	0	0	0	118	2859
uc001ghx.2	0	0	0	0	243	5789
uc001gif.4	0	0	0	0	2232	50459
uc001gih.1	0	0	0	0	0	4
uc001gik.3	0	0	0	0	398	6548
uc001giq.4	0	0	0	0	401	10907
uc001gis.3	0	0	0	0	78	1210
uc001giu.2	0	0	0	0	19	1160
uc001giw.3	0	0	0	0	248	4464
uc001giy.1	0	0	0	0	66	1634
uc001giz.2	0	0	0	0	1051	14343
uc001gja.1	0	0	0	0	352	6123
uc001gjg.4	0	0	0	0	248	2905
uc001gjh.2	0	0	0	0	413	4116
uc001gjp.1	0	0	0	0	277	3109
uc001gjt.3	0	0	0	0	166	1906
uc001gju.4	0	0	0	0	597	8235
uc001gjx.3	0	0	0	0	4690	95312
uc001gke.4	0	0	0	0	123	2702
uc001gki.1	0	0	0	0	38	801
uc001gkj.1	0	0	0	0	2	175
uc001gkk.3	0	0	0	0	12	798
uc001gkl.1	0	0	0	0	496	10474
uc001gkn.3	0	0	0	0	90	3409
uc001gku.1	0	0	0	0	1580	53132
uc001gky.1	0	0	0	0	1167	21521
uc001gkz.3	0	0	0	0	1890	41909
uc001glb.1	0	0	0	0	1054	17426
uc001glf.3	0	0	0	0	360	11010
uc001glk.1	0	0	0	0	746	12387
uc001glq.3	0	0	0	0	2645	41910
uc001glw.2	0	0	0	0	139	1860
uc001gly.1	0	0	0	0	751	14325
uc001glz.3	0	0	0	0	1674	27226
uc001gmc.3	0	0	0	0	610	9406
uc001gmm.3	0	0	0	0	338	8002
uc001gmo.3	0	0	0	0	1753	36822
uc001gnf.2	0	0	0	0	1006	24505
uc001gnj.3	0	0	0	0	151	5329
uc001gnl.3	0	0	0	0	227	4226
uc001gnp.2	0	0	0	0	412	7342
uc001gnt.3	0	0	0	0	1619	36900
uc001gnz.3	0	0	0	0	1270	17326
uc001goe.2	0	0	0	0	749	12908
uc001gog.3	0	0	0	0	2876	42551
uc001goi.3	0	0	0	0	2148	33994
uc001gok.2	0	0	0	0	109	2872
uc001gom.1	0	0	0	0	30	1630
uc001gor.2	0	0	0	0	135	3700
uc001gow.3	0	0	0	0	2939	59256
uc001goz.3	0	0	0	0	17	366
uc001gpd.2	0	0	0	0	34	879
uc001gpk.3	0	0	0	0	2	272
uc001gpl.4	0	0	0	0	1	181
uc001gpm.1	0	0	0	0	510	4378
uc001gpo.2	0	0	0	0	528	6758
uc001gps.3	0	0	0	0	548	10378
uc001gpy.4	0	0	0	0	469	11811
uc001gqa.2	0	0	0	0	188	4792
uc001gqc.2	0	0	0	0	1281	29410
uc001gqk.4	0	0	0	0	12	184
uc001gql.4	0	0	0	0	473	6192
uc001gqs.3	0	0	0	0	832	16176
uc001gqt.4	0	0	0	0	70	3072
uc001gqv.1	0	0	0	0	1916	39846
uc001gra.4	0	0	0	0	190	2444
uc001grc.1	0	0	0	0	184	7501
uc001grf.4	0	0	0	0	27	1529
uc001grg.4	0	0	0	0	754	23471
uc001grl.3	0	0	0	0	116	2462
uc001grq.1	0	0	0	0	7786	100892
uc001grv.3	0	0	0	0	182	6742
uc001grz.3	0	0	0	0	2	170
uc001gsa.4	0	0	0	0	70	1854
uc001gse.1	0	0	0	0	434	19169
uc001gsg.3	0	0	0	0	53	2477
uc001gsh.3	0	0	0	0	176	5762
uc001gsi.1	0	0	0	0	27	461
uc001gsj.3	0	0	0	0	696	10284
uc001gsl.3	0	0	0	0	21	442
uc001gsm.3	0	0	0	0	31	3558
uc001gsu.2	0	0	0	0	24	1927
uc001gsw.3	0	0	0	0	10	250
uc001gtb.3	0	0	0	0	310	18099
uc001gtf.1	0	0	0	0	3053	64845
uc001gti.4	0	0	0	0	254	4107
uc001gtj.4	0	0	0	0	635	11166
uc001gto.3	0	0	0	0	215	4561
uc001gtq.1	0	0	0	0	96	2359
uc001gts.4	0	0	0	0	267	6277
uc001gtt.1	0	0	0	0	59	3019
uc001gtv.3	0	0	0	0	111	5526
uc001gtx.1	0	0	0	0	493	6985
uc001guh.3	0	0	0	0	30	683
uc001gui.1	0	0	0	0	67	1980
uc001guk.1	0	0	0	0	22	1043
uc001gun.4	0	0	0	0	1308	24779
uc001guo.3	0	0	0	0	141	2974
uc001gur.2	0	0	0	0	1012	24533
uc001gvc.4	0	0	0	0	243	4708
uc001gve.3	0	0	0	0	5	81
uc001gvk.3	0	0	0	0	776	13532
uc001gvo.4	0	0	0	0	190	3299
uc001gvv.3	0	0	0	0	817	14970
uc001gvx.3	0	0	0	0	42	1064
uc001gwa.3	0	0	0	0	75	2146
uc001gwc.3	0	0	0	0	155	4000
uc001gwm.3	0	0	0	0	43	1626
uc001gwx.3	0	0	0	0	481	8272
uc001gwz.3	0	0	0	0	243	6187
uc001gxa.3	0	0	0	0	2	140
uc001gxc.3	0	0	0	0	179	3444
uc001gxd.3	0	0	0	0	226	4611
uc001gxg.4	0	0	0	0	43	418
uc001gxh.4	0	0	0	0	3	143
uc001gxj.3	0	0	0	0	89	1597
uc001gxk.2	0	0	0	0	128	2175
uc001gxm.2	0	0	0	0	91	1987
uc001gxs.3	0	0	0	0	28	356
uc001gxu.3	0	0	0	0	650	18867
uc001gxx.4	0	0	0	0	35	913
uc001gya.2	0	0	0	0	445	13080
uc001gyb.1	0	0	0	0	242	6228
uc001gye.3	0	0	0	0	73	2140
uc001gyf.3	0	0	0	0	473	10704
uc001gyl.3	0	0	0	0	32	1104
uc001gys.5	0	0	0	0	259	3489
uc001gyt.2	0	0	0	0	36	465
uc001gyw.1	0	0	0	0	161	3096
uc001gza.3	0	0	0	0	35	884
uc001gzd.4	0	0	0	0	23	448
uc001gzf.1	0	0	0	0	186	5683
uc001gzh.1	0	0	0	0	36	959
uc001gzi.2	0	0	0	0	37	999
uc001gzq.3	0	0	0	0	17	295
uc001gzr.3	0	0	0	0	20	1659
uc001gzs.3	0	0	0	0	63	1567
uc001gzu.1	0	0	0	0	95	2408
uc001gzv.3	0	0	0	0	795	17373
uc001haa.3	0	0	0	0	59	1111
uc001hac.3	0	0	0	0	26	366
uc001hai.3	0	0	0	0	26	710
uc001ham.3	0	0	0	0	484	10439
uc001han.4	0	0	0	0	122	2289
uc001haq.2	0	0	0	0	70	1512
uc001har.3	0	0	0	0	51	1018
uc001has.1	0	0	0	0	109	1709
uc001hat.1	0	0	0	0	98	1797
uc001hau.4	0	0	0	0	1205	20721
uc001hav.4	0	0	0	0	57	812
uc001hax.1	0	0	0	0	368	5785
uc001hbq.1	0	0	0	0	199	3825
uc001hbs.3	0	0	0	0	21	839
uc001hbx.3	0	0	0	0	143	6936
uc001hce.3	0	0	0	0	120	2770
uc001hcl.2	0	0	0	0	320	7214
uc001hcv.4	0	0	0	0	357	6068
uc001hcy.2	0	0	0	0	39	1203
uc001hda.1	0	0	0	0	162	3021
uc001hdb.3	0	0	0	0	149	4670
uc001hdf.4	0	0	0	0	32	768
uc001hdh.1	0	0	0	0	67	2183
uc001hdj.3	0	0	0	0	77	2379
uc001hdq.3	0	0	0	0	487	7919
uc001hdr.4	0	0	0	0	2	193
uc001hds.2	0	0	0	0	132	1707
uc001hdt.2	0	0	0	0	583	10802
uc001hdv.3	0	0	0	0	91	1635
uc001hdy.3	0	0	0	0	784	13902
uc001hea.2	0	0	0	0	233	4907
uc001hec.1	0	0	0	0	908	15171
uc001heh.2	0	0	0	0	109	2884
uc001hei.3	0	0	0	0	68	1187
uc001hem.2	0	0	0	0	278	6141
uc001hen.1	0	0	0	0	40	559
uc001heo.3	0	0	0	0	244	5904
uc001her.3	0	0	0	0	2	117
uc001hew.2	0	0	0	0	57	649
uc001hey.3	0	0	0	0	193	1903
uc001hez.3	0	0	0	0	76	1455
uc001hfb.3	0	0	0	0	86	1213
uc001hfd.2	0	0	0	0	636	4326
uc001hfh.3	0	0	0	0	204	3856
uc001hfj.3	0	0	0	0	55	1268
uc001hfm.3	0	0	0	0	28	421
uc001hfo.3	0	0	0	0	490	7872
uc001hfw.3	0	0	0	0	281	4555
uc001hfx.3	0	0	0	0	1234	18103
uc001hga.4	0	0	0	0	518	13219
uc001hgg.3	0	0	0	0	395	7131
uc001hgz.3	0	0	0	0	1238	33744
uc001hhd.3	0	0	0	0	523	6008
uc001hhg.3	0	0	0	0	280	3589
uc001hhh.3	0	0	0	0	374	5498
uc001hhi.4	0	0	0	0	3	72
uc001hhj.3	0	0	0	0	349	5899
uc001hhk.3	0	0	0	0	61	1947
uc001hho.3	0	0	0	0	81	3088
uc001hhp.1	0	0	0	0	1	35
uc001hhx.4	0	0	0	0	45	580
uc001hhy.3	0	0	0	0	77	1098
uc001hib.2	0	0	0	0	4945	96775
uc001hif.3	0	0	0	0	550	11902
uc001hih.3	0	0	0	0	287	7198
uc001hin.2	0	0	0	0	15	2014
uc001hio.1	0	0	0	0	8	328
uc001hir.2	0	0	0	0	86	1760
uc001hiu.3	0	0	0	0	551	10324
uc001hiv.3	0	0	0	0	865	14546
uc001hiy.2	0	0	0	0	849	26250
uc001hiz.4	0	0	0	0	514	15647
uc001hjb.3	0	0	0	0	1328	12832
uc001hjc.4	0	0	0	0	600	8172
uc001hjd.3	0	0	0	0	190	2870
uc001hjf.3	0	0	0	0	1090	13957
uc001hjl.2	0	0	0	0	121	2725
uc001hjq.3	0	0	0	0	206	4179
uc001hjr.5	0	0	0	0	4	186
uc001hjt.3	0	0	0	0	221	5454
uc001hkg.2	0	0	0	0	106	3215
uc001hkh.4	0	0	0	0	242	3680
uc001hkk.2	0	0	0	0	1155	40834
uc001hkm.3	0	0	0	0	840	18129
uc001hko.3	0	0	0	0	959	24265
uc001hkr.4	0	0	0	0	919	17023
uc001hku.1	0	0	0	0	6098	163732
uc001hlc.1	0	0	0	0	2492	50077
